Rank,Year,Movie,Distributor,Domestic Box Office,International Box Office,Worldwide Box Office
"1,193",2019,Angel Has Fallen,Lionsgate,"$69,030,436","$64,335,016","$133,365,452"
"1,194",2019,Scary Stories to Tell in the Dark,Lionsgate,"$68,947,075","$26,660,285","$95,607,360"
"1,195",2005,Guess Who,Sony Pict…,"$68,915,888","$33,200,000","$102,115,888"
"1,196",1993,Cool Runnings,Walt Disney,"$68,856,263","$86,200,000","$155,056,263"
"1,197",2005,Sahara,Paramount…,"$68,671,925","$53,000,000","$121,671,925"
"1,198",2018,Book Club,Paramount…,"$68,566,296","$22,762,167","$91,328,463"
"1,199",2013,Percy Jackson: Sea of Monsters,20th Cent…,"$68,559,554","$132,300,000","$200,859,554"
"1,200",2018,The House with a Clock in its Walls,Universal,"$68,549,695","$62,907,452","$131,457,147"
"1,201",2000,Road Trip,Dreamwork…,"$68,525,609","$51,213,501","$119,739,110"
"1,202",2000,Vertical Limit,Sony Pict…,"$68,473,360","$145,026,640","$213,500,000"
"1,203",2018,Skyscraper,Universal,"$68,420,120","$236,448,841","$304,868,961"
"1,204",1984,Purple Rain,Warner Bros.,"$68,392,977",,"$68,392,977"
"1,205",2000,Bring it On,Universal,"$68,353,550","$22,100,000","$90,453,550"
"1,206",1985,The Jewel of the Nile,20th Cent…,"$68,275,764",,"$68,275,764"
"1,207",1991,Hot Shots!,20th Cent…,"$68,267,322","$108,000,000","$176,267,322"
"1,208",2009,Obsessed,Sony Pict…,"$68,261,644","$5,703,069","$73,964,713"
"1,209",2011,Mr. Poppers's Penguins,20th Cent…,"$68,224,452","$121,400,000","$189,624,452"
"1,210",1999,Blue Streak,Sony Pict…,"$68,208,190","$49,239,967","$117,448,157"
"1,211",1983,Octopussy,MGM,"$67,900,000","$119,600,000","$187,500,000"
"1,212",1995,Outbreak,Warner Bros.,"$67,823,573","$122,200,000","$190,023,573"
"1,213",2015,War Room,Sony Pict…,"$67,790,117","$6,185,122","$73,975,239"
"1,214",2018,Insidious: The Last Key,Universal,"$67,745,330","$105,066,641","$172,811,971"
"1,215",1998,A Perfect Murder,Warner Bros.,"$67,658,331",,"$67,658,331"
"1,216",1983,Sudden Impact,Warner Bros.,"$67,642,693",,"$67,642,693"
"1,217",2010,The Tourist,Sony Pict…,"$67,631,157","$211,100,212","$278,731,369"
"1,218",2012,This is 40,Universal,"$67,544,505","$22,676,677","$90,221,182"
"1,219",1995,Heat,Warner Bros.,"$67,436,818","$119,998,952","$187,435,770"
"1,220",2003,Holes,Walt Disney,"$67,383,924","$3,848,290","$71,232,214"
"1,221",2018,Instant Family,Paramount…,"$67,363,237","$52,372,951","$119,736,188"
"1,222",2013,A Good Day to Die Hard,20th Cent…,"$67,349,198","$236,900,000","$304,249,198"
"1,223",2008,Role Models,Universal,"$67,300,955","$27,199,871","$94,500,826"
"1,224",2004,Hidalgo,Walt Disney,"$67,286,731","$40,800,000","$108,086,731"
"1,225",2016,Lights Out,Warner Bros.,"$67,268,835","$81,537,675","$148,806,510"
"1,226",2005,Coach Carter,Paramount…,"$67,264,877","$9,400,630","$76,665,507"
"1,227",2002,Insomnia,Warner Bros.,"$67,263,182","$46,359,317","$113,622,499"
"1,228",2016,Hacksaw Ridge,Lionsgate,"$67,209,615","$101,695,067","$168,904,682"
"1,229",1980,Coal Miner's Daughter,Universal,"$67,182,787",,"$67,182,787"
"1,230",2009,Race to Witch Mountain,Walt Disney,"$67,172,595","$37,931,189","$105,103,784"
"1,231",1997,Dante's Peak,Universal,"$67,163,857","$111,036,143","$178,200,000"
"1,232",2010,The Bounty Hunter,Sony Pict…,"$67,061,228","$68,747,609","$135,808,837"
"1,233",1987,The Secret of My Success,Universal,"$66,995,000",,"$66,995,000"
"1,234",2014,"Alexander and the Terrible, Horrible, No Good, …",Walt Disney,"$66,954,149","$34,425,138","$101,379,287"
"1,235",1995,Waiting to Exhale,20th Cent…,"$66,947,948","$14,400,000","$81,347,948"
"1,236",2000,102 Dalmatians,Walt Disney,"$66,941,559",,"$66,941,559"
"1,237",1999,End of Days,Universal,"$66,889,043","$145,137,932","$212,026,975"
"1,238",2001,The Mexican,Dreamwork…,"$66,808,615","$78,429,635","$145,238,250"
"1,239",2002,Changing Lanes,Paramount…,"$66,790,248",,"$66,790,248"
"1,240",1989,Uncle Buck,Universal,"$66,758,538",,"$66,758,538"
"1,241",2003,Kangaroo Jack,Warner Bros.,"$66,723,216","$24,000,000","$90,723,216"
"1,242",2004,The Forgotten,Sony Pict…,"$66,711,892","$50,500,000","$117,211,892"
"1,243",2007,Charlie Wilson's War,Universal,"$66,661,095","$52,851,676","$119,512,771"
"1,244",2012,Contraband,Universal,"$66,528,000","$31,878,855","$98,406,855"
"1,245",1990,The Godfather: Part III,Paramount…,"$66,520,529",,"$66,520,529"
"1,246",1994,Legends of the Fall,Sony Pict…,"$66,502,573","$94,000,000","$160,502,573"
"1,247",1999,The Bone Collector,Universal,"$66,488,090","$84,975,000","$151,463,090"
"1,248",2012,Looper,Sony Pict…,"$66,486,205","$103,980,200","$170,466,405"
"1,249",2009,The Final Destination,Warner Bros.,"$66,477,700","$120,906,927","$187,384,627"
"1,250",2003,The League of Extraordinary Gentlemen,20th Cent…,"$66,465,204","$112,800,000","$179,265,204"
"1,251",1999,Bowfinger,Universal,"$66,458,769","$32,241,000","$98,699,769"
"1,252",2003,Big Fish,Sony Pict…,"$66,432,867","$57,521,456","$123,954,323"
"1,253",2013,Warm Bodies,Lionsgate,"$66,380,662","$48,740,946","$115,121,608"
"1,254",1998,The Parent Trap,Walt Disney,"$66,308,518","$17,668,900","$83,977,418"
"1,255",2004,Kill Bill: Volume 2,Miramax,"$66,207,920","$87,328,062","$153,535,982"
"1,256",2016,The Divergent Series: Allegiant,Lionsgate,"$66,184,051","$105,838,466","$172,022,517"
"1,257",1980,Smokey and the Bandit II,Universal,"$66,132,626",,"$66,132,626"
"1,258",2015,Magic Mike XXL,Warner Bros.,"$66,013,057","$57,647,540","$123,660,597"
"1,259",2005,Herbie: Fully Loaded,Walt Disney,"$66,010,682","$78,100,000","$144,110,682"
"1,260",2004,The Manchurian Candidate,Paramount…,"$65,948,711","$30,200,000","$96,148,711"
"1,261",2019,Dark Phoenix,20th Cent…,"$65,845,974","$180,510,921","$246,356,895"
"1,262",1998,Ever After: A Cinderella Story,20th Cent…,"$65,705,772",,"$65,705,772"
"1,263",1987,Stakeout,Walt Disney,"$65,673,233",,"$65,673,233"
"1,264",2003,Lara Croft: Tomb Raider: The Cradle of Life,Paramount…,"$65,653,758","$91,439,185","$157,092,943"
"1,265",2012,Tyler Perry's Madea's Witness Protection,Lionsgate,"$65,653,242","$1,297,645","$66,950,887"
"1,266",1995,Bad Boys,Sony Pict…,"$65,647,413","$75,600,000","$141,247,413"
"1,267",1997,Anaconda,Sony Pict…,"$65,598,907","$71,400,000","$136,998,907"
"1,268",1999,Deuce Bigalow: Male Gigolo,Walt Disney,"$65,535,067","$27,400,000","$92,935,067"
"1,269",1985,Witness,Paramount…,"$65,532,576",,"$65,532,576"
"1,270",2009,The Taking of Pelham 123,Sony Pict…,"$65,452,312","$86,912,058","$152,364,370"
"1,271",2006,Step Up,Walt Disney,"$65,328,121","$45,661,036","$110,989,157"
"1,272",2008,Hannah Montana/Miley Cyrus: Best of Both Worlds…,Walt Disney,"$65,281,781","$5,430,318","$70,712,099"
"1,273",2012,Battleship,Universal,"$65,233,400","$248,244,317","$313,477,717"
"1,274",2005,The Amityville Horror,Filmways …,"$65,233,369","$43,942,304","$109,175,673"
"1,275",2015,The Visit,Universal,"$65,206,105","$33,471,711","$98,677,816"
"1,276",1987,Lethal Weapon,Warner Bros.,"$65,192,350","$55,000,000","$120,192,350"
"1,277",2013,Jack the Giant Slayer,Warner Bros.,"$65,187,603","$132,500,000","$197,687,603"
"1,278",2016,Now You See Me 2,Lionsgate,"$65,075,540","$263,249,467","$328,325,007"
"1,279",2004,Barbershop 2: Back in Business,MGM,"$65,070,412","$772,000","$65,842,412"
"1,280",2014,Think Like a Man Too,Sony Pict…,"$65,028,687","$4,999,246","$70,027,933"
"1,281",2014,Exodus: Gods and Kings,20th Cent…,"$65,014,513","$203,300,000","$268,314,513"
"1,282",1994,Wolf,Sony Pict…,"$65,011,757","$66,000,000","$131,011,757"
"1,283",2002,About Schmidt,New Line,"$65,005,217","$42,049,267","$107,054,484"
"1,284",2009,Friday the 13th,Warner Bros.,"$65,002,019","$27,668,218","$92,670,237"
"1,285",2012,Pitch Perfect,Universal,"$65,001,093","$51,043,254","$116,044,347"
"1,286",1946,Song of the South,Walt Disney,"$65,000,000",,"$65,000,000"
"1,287",1991,Antarctica,,"$65,000,000","$1,070,389","$66,070,389"
"1,288",2002,Stuart Little 2,Sony Pict…,"$64,956,806","$101,043,194","$166,000,000"
"1,289",2012,Mirror Mirror,Relativity,"$64,935,167","$108,678,315","$173,613,482"
"1,290",1983,Mr. Mom,20th Cent…,"$64,800,000",,"$64,800,000"
"1,291",1995,The Living Sea,IMAX Films,"$64,800,000",,"$64,800,000"
"1,292",2006,Flushed Away,Paramount…,"$64,665,672","$114,691,454","$179,357,126"
"1,293",1997,L.A. Confidential,Warner Bros.,"$64,604,977","$61,600,000","$126,204,977"
"1,294",2012,Chronicle,20th Cent…,"$64,575,175","$59,106,615","$123,681,790"
"1,295",2008,The Happening,20th Cent…,"$64,506,874","$98,271,510","$162,778,384"
"1,296",2013,The Purge,Universal,"$64,473,115","$26,793,466","$91,266,581"
"1,297",2015,The Wedding Ringer,Sony Pict…,"$64,460,211","$15,711,385","$80,171,596"
"1,298",1989,Field of Dreams,Universal,"$64,431,625",,"$64,431,625"
"1,299",2004,Miracle,Walt Disney,"$64,378,093","$96,612","$64,474,705"
"1,300",2017,A Dog’s Purpose,Universal,"$64,321,890","$139,349,735","$203,671,625"
"1,301",2002,Jackass: The Movie,Paramount…,"$64,282,312","$15,000,000","$79,282,312"
"1,302",2014,The Nut Job,Open Road,"$64,251,538","$58,278,428","$122,529,966"
"1,303",2001,Down to Earth,Paramount…,"$64,172,251","$7,000,000","$71,172,251"
"1,304",2009,17 Again,Warner Bros.,"$64,167,069","$75,307,837","$139,474,906"
"1,305",2016,Ice Age: Collision Course,20th Cent…,"$64,063,008","$338,093,674","$402,156,682"
"1,306",1999,Life,Universal,"$64,062,587","$9,459,000","$73,521,587"
"1,307",2006,Déjà Vu,Walt Disney,"$64,038,616","$117,000,000","$181,038,616"
"1,308",2011,Happy Feet Two,Warner Bros.,"$64,006,466","$93,950,000","$157,956,466"
"1,309",2010,Diary of a Wimpy Kid,20th Cent…,"$64,003,625","$12,950,686","$76,954,311"
"1,310",2005,Sky High,Walt Disney,"$63,939,454","$19,169,905","$83,109,359"
"1,311",2013,Last Vegas,CBS Films,"$63,914,167","$49,000,000","$112,914,167"
"1,312",1992,Scent of a Woman,Universal,"$63,895,607",,"$63,895,607"
"1,313",1987,Dirty Dancing,Vestron,"$63,892,689","$150,001,106","$213,893,795"
"1,314",2017,The Shape of Water,Fox Searc…,"$63,859,435","$131,931,359","$195,790,794"
"1,315",1983,Staying Alive,Paramount…,"$63,841,474","$62,200,000","$126,041,474"
"1,316",1997,In & Out,Paramount…,"$63,826,569","$19,400,000","$83,226,569"
"1,317",2003,Mona Lisa Smile,Sony Pict…,"$63,803,100","$77,402,069","$141,205,169"
"1,318",1988,Working Girl,20th Cent…,"$63,800,000",,"$63,800,000"
"1,319",2019,Spies in Disguise,20th Cent…,"$63,775,175","$93,650,000","$157,425,175"
"1,320",1987,The Witches of Eastwick,Warner Bros.,"$63,749,955",,"$63,749,955"
"1,321",1991,What About Bob?,Walt Disney,"$63,710,000",,"$63,710,000"
"1,322",2011,Unknown,Warner Bros.,"$63,686,397","$72,436,686","$136,123,083"
"1,323",1995,Babe,Universal,"$63,658,910","$182,441,090","$246,100,000"
"1,324",1965,Thunderball,MGM,"$63,600,000","$77,600,000","$141,200,000"
"1,325",1997,The Fifth Element,Sony Pict…,"$63,570,862","$200,327,899","$263,898,761"
"1,326",1983,Risky Business,Warner Bros.,"$63,541,777",,"$63,541,777"
"1,327",2012,Hope Springs,Sony Pict…,"$63,536,011","$69,549,284","$133,085,295"
"1,328",1988,A Fish Called Wanda,MGM,"$63,493,000",,"$63,493,000"
"1,329",2006,Miami Vice,Universal,"$63,478,838","$100,339,718","$163,818,556"
"1,330",1999,She's All That,Miramax,"$63,465,522",,"$63,465,522"
"1,331",2009,The Time Traveler's Wife,Warner Bros.,"$63,414,846","$38,917,289","$102,332,135"
"1,332",1989,Tango & Cash,Warner Bros.,"$63,408,614",,"$63,408,614"
"1,333",2005,Bewitched,Sony Pict…,"$63,313,159","$67,846,147","$131,159,306"
"1,334",2007,Saw IV,Lionsgate,"$63,300,095","$72,459,599","$135,759,694"
"1,335",2006,The Holiday,Sony Pict…,"$63,280,000","$141,910,324","$205,190,324"
"1,336",1993,Dave,Warner Bros.,"$63,270,710",,"$63,270,710"
"1,337",2006,Madea's Family Reunion,Lionsgate,"$63,257,940","$62,581","$63,320,521"
"1,338",2008,Forgetting Sarah Marshall,Universal,"$63,172,463","$42,000,579","$105,173,042"
"1,339",2010,The Sorcerer's Apprentice,Walt Disney,"$63,150,991","$154,835,329","$217,986,320"
"1,340",1976,A Star is Born,Warner Bros.,"$63,129,898",,"$63,129,898"
"1,341",1996,Beavis and Butt-Head Do America,Paramount…,"$63,118,386",,"$63,118,386"
"1,342",1993,Rising Sun,20th Cent…,"$63,095,271",,"$63,095,271"
"1,343",2016,The Boss,Universal,"$63,077,560","$15,574,647","$78,652,207"
"1,344",2010,A Nightmare on Elm Street,Warner Bros.,"$63,075,011","$54,654,610","$117,729,621"
"1,345",2010,The Last Song,Walt Disney,"$62,950,384","$29,728,564","$92,678,948"
"1,346",2005,Jarhead,Universal,"$62,647,540","$34,300,000","$96,947,540"
"1,347",2006,The Fast and the Furious: Tokyo Drift,Universal,"$62,615,510","$95,178,695","$157,794,205"
"1,348",1984,Splash,Walt Disney,"$62,599,495",,"$62,599,495"
"1,349",2015,Black Mass,Warner Bros.,"$62,575,678","$36,262,194","$98,837,872"
"1,350",1992,The Crying Game,Miramax,"$62,546,695",,"$62,546,695"
"1,351",2016,London Has Fallen,Focus Fea…,"$62,524,260","$132,669,825","$195,194,085"
"1,352",1970,Patton,,"$62,500,000",,"$62,500,000"
"1,353",2011,The Adjustment Bureau,Universal,"$62,495,645","$64,435,680","$126,931,325"
"1,354",2001,Spy Game,Universal,"$62,362,560","$80,687,000","$143,049,560"
"1,355",2012,Underworld: Awakening,Sony Pict…,"$62,321,039","$98,058,891","$160,379,930"
"1,356",2006,Underworld: Evolution,Sony Pict…,"$62,318,875","$51,098,887","$113,417,762"
"1,357",1985,The Goonies,Warner Bros.,"$62,254,058","$225,238","$62,479,296"
"1,358",2019,Terminator: Dark Fate,Paramount…,"$62,253,077","$188,651,398","$250,904,475"
"1,359",2010,The Wolfman,Universal,"$62,189,884","$80,444,474","$142,634,358"
"1,360",1986,Down and Out in Beverly Hills,Walt Disney,"$62,134,225",,"$62,134,225"
"1,361",1997,Mouse Hunt,Dreamwork…,"$61,894,591",,"$61,894,591"
"1,362",2013,Ender's Game,Lionsgate,"$61,737,191","$66,246,092","$127,983,283"
"1,363",2016,Miracles from Heaven,Sony Pict…,"$61,705,123","$12,093,613","$73,798,736"
"1,364",2005,Cinderella Man,Universal,"$61,649,911","$43,371,577","$105,021,488"
"1,365",1981,Chariots of Fire,Warner Bros.,"$61,558,162","$307,785","$61,865,947"
"1,366",2016,Deepwater Horizon,Lionsgate,"$61,433,527","$61,170,297","$122,603,824"
"1,367",1983,National Lampoon’s Vacation,Warner Bros.,"$61,400,000",,"$61,400,000"
"1,368",1997,The Saint,Paramount…,"$61,363,304","$108,036,696","$169,400,000"
"1,369",2007,Stomp the Yard,Sony Pict…,"$61,356,221","$14,169,497","$75,525,718"
"1,370",2000,Rules of Engagement,Paramount…,"$61,322,858","$10,397,073","$71,719,931"
"1,371",1990,Flatliners,Sony Pict…,"$61,308,153",,"$61,308,153"
"1,372",2000,The Cell,New Line,"$61,280,963","$24,630,263","$85,911,226"
"1,373",2004,Friday Night Lights,Universal,"$61,255,921","$694,849","$61,950,770"
"1,374",2019,A Beautiful Day in the Neighborhood,Sony Pict…,"$61,208,695","$2,872,861","$64,081,556"
"1,375",1990,Misery,Sony Pict…,"$61,158,960",,"$61,158,960"
"1,376",2010,Get Him to the Greek,Universal,"$61,153,526","$31,841,401","$92,994,927"
"1,377",2006,The Shaggy Dog,Walt Disney,"$61,123,569","$26,000,000","$87,123,569"
"1,378",1997,Devil's Advocate,Warner Bros.,"$61,007,424","$92,000,000","$153,007,424"
"1,379",2013,Prisoners,Warner Bros.,"$61,002,302","$52,400,000","$113,402,302"
"1,380",2000,Mission to Mars,Walt Disney,"$60,874,615","$45,125,385","$106,000,000"
"1,381",1989,Harlem Nights,Paramount…,"$60,857,262","$35,000,000","$95,857,262"
"1,382",2000,Coyote Ugly,Walt Disney,"$60,786,269","$53,130,205","$113,916,474"
"1,383",2014,God’s Not Dead,Pure Flix…,"$60,755,732","$3,021,360","$63,777,092"
"1,384",2019,Abominable,Universal,"$60,716,390","$123,361,991","$184,078,381"
"1,385",2006,Poseidon,Warner Bros.,"$60,674,817","$121,000,000","$181,674,817"
"1,386",1999,Three Kings,Warner Bros.,"$60,652,036","$47,100,000","$107,752,036"
"1,387",1996,Jingle All the Way,20th Cent…,"$60,592,389","$69,240,000","$129,832,389"
"1,388",1997,Kiss the Girls,Paramount…,"$60,527,873",,"$60,527,873"
"1,389",2013,After Earth,Sony Pict…,"$60,522,097","$190,977,568","$251,499,665"
"1,390",2008,Baby Mama,Universal,"$60,494,212","$3,676,235","$64,170,447"
"1,391",2019,Dora and the Lost City of Gold,Paramount…,"$60,477,943","$57,160,034","$117,637,977"
"1,392",2003,Shanghai Knights,Walt Disney,"$60,470,220","$27,846,615","$88,316,835"
"1,393",2012,The Lucky One,Warner Bros.,"$60,457,138","$36,176,695","$96,633,833"
"1,394",2001,The Wedding Planner,Sony Pict…,"$60,400,856","$34,327,673","$94,728,529"
"1,395",2008,Burn After Reading,Focus Fea…,"$60,355,347","$107,812,451","$168,167,798"
"1,396",2016,Why Him?,20th Cent…,"$60,323,786","$57,101,370","$117,425,156"
"1,397",2018,Blockers,Universal,"$60,311,495","$33,733,833","$94,045,328"
"1,398",1996,The Cable Guy,Sony Pict…,"$60,240,295","$42,585,501","$102,825,796"
"1,399",2010,Resident Evil: Afterlife,Sony Pict…,"$60,128,566","$235,745,624","$295,874,190"
"1,400",1998,Hope Floats,20th Cent…,"$60,110,313","$21,418,687","$81,529,000"
"1,401",2010,Why Did I Get Married Too?,Lionsgate,"$60,095,852","$735,215","$60,831,067"
"1,402",2005,The Family Stone,20th Cent…,"$60,062,868","$32,294,631","$92,357,499"
"1,403",2003,Bad Santa,Miramax/D…,"$60,060,328","$17,086,703","$77,147,031"
"1,404",2009,Brüno,Universal,"$60,054,530","$78,653,997","$138,708,527"
"1,405",1995,Species,MGM,"$60,054,449","$53,300,000","$113,354,449"
"1,406",1995,The American President,Sony Pict…,"$60,022,813","$47,800,000","$107,822,813"
"1,407",2010,Tooth Fairy,20th Cent…,"$60,022,256","$52,588,130","$112,610,386"
"1,408",2000,Snow Day,Paramount…,"$60,008,303","$2,444,624","$62,452,927"
"1,409",1983,Superman III,Warner Bros.,"$59,950,623","$20,249,377","$80,200,000"
"1,410",1968,2001: A Space Odyssey,MGM,"$59,936,321","$11,987,239","$71,923,560"
"1,411",1997,Jungle 2 Jungle,Walt Disney,"$59,925,026",,"$59,925,026"
"1,412",2006,The Good Shepherd,Universal,"$59,908,565","$40,000,000","$99,908,565"
"1,413",2006,Little Miss Sunshine,Fox Searc…,"$59,891,098","$40,751,255","$100,642,353"
"1,414",2018,Pacific Rim: Uprising,Universal,"$59,874,525","$231,055,623","$290,930,148"
"1,415",2006,The Benchwarmers,Sony Pict…,"$59,843,754","$5,219,972","$65,063,726"
"1,416",1987,Predator,20th Cent…,"$59,735,548","$38,532,010","$98,267,558"
"1,417",2014,Son of God,20th Cent…,"$59,700,064","$11,249,729","$70,949,793"
"1,418",2010,Secretariat,Walt Disney,"$59,699,513","$676,734","$60,376,247"
"1,419",2016,My Big Fat Greek Wedding 2,Universal,"$59,689,605","$32,406,953","$92,096,558"
"1,420",2012,The Dictator,Paramount…,"$59,650,222","$120,498,675","$180,148,897"
"1,421",2004,Hellboy,Sony Pict…,"$59,623,958","$40,200,000","$99,823,958"
"1,422",2003,Gothika,Warner Bros.,"$59,588,068","$81,896,744","$141,484,812"
"1,423",1985,Spies Like Us,Warner Bros.,"$59,526,202",,"$59,526,202"
"1,424",1991,The Last Boy Scout,Warner Bros.,"$59,509,925",,"$59,509,925"
"1,425",2004,The Stepford Wives,Paramount…,"$59,475,623","$36,746,348","$96,221,971"
"1,426",2003,Love Actually,Universal,"$59,472,278","$188,888,204","$248,360,482"
"1,427",1988,Scrooged,Paramount…,"$59,450,353",,"$59,450,353"
"1,428",2017,The Lego Ninjago Movie,Warner Bros.,"$59,281,555","$63,455,646","$122,737,201"
"1,429",2014,Planes: Fire and Rescue,Walt Disney,"$59,157,732","$97,241,912","$156,399,644"
"1,430",2014,The Grand Budapest Hotel,Fox Searc…,"$59,076,019","$104,905,242","$163,981,261"
"1,431",1996,Courage Under Fire,20th Cent…,"$59,003,384","$41,829,761","$100,833,145"
"1,432",2004,Dawn of the Dead,Universal,"$58,990,765","$44,462,110","$103,452,875"
